,Abusive Words
7238,තෝ
7239,ජංගි
7240,නොදකින්
7241,පකෝ
7242,පකක්
7243,ගූ
7244,චරිත
7245,හැත්ත
7246,පුක
7247,ගොන්
7248,වේසි
7249,පකෝ
7250,ගොන්
7251,ගොන්
7252,බිජ්ජ
7253,ලොක්
7254,පුක
7255,පොන්න
7256,පොන්න
7257,වේස
7258,බිජ්ජ
7259,තොපි
7260,තොපිට
7261,පකෝ
7262,පක
7263,ගැහුවා
7264,පකක්
7265,පොන්න
7266,පොන්න
7267,හෙන
7268,තොපි
7269,බොල
7270,හුකල
7271,තොපි
7272,රීලා
7273,පොන්න
7274,හුත්තේ
7275,රෙන්න
7276,පුක
7277,පුක
7278,පොන්න
7279,හිපියෙකු
7280,ගණිකාව
7281,පොන්නයා
7282,පයිවලින්
7283,කික්කියොන්ගේ
7284,හුජ්ජ
7285,කික්කියො
7286,රෙද්ද
7287,බිජ්ජ
7288,පුක
7289,පස්ස
7290,ඉස්සෝ
7291,කොටුවක්
7292,ලබ්බ
7293,කාලකන්නි
